company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_gb,storage_type,weight_kg,gpu_brand,gpu_model
Dell,Inspiron 5567,Notebook,15.6,Windows 10,638.99,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.36,AMD Radeon R,7
Dell,Inspiron 3567,Notebook,15.6,Windows 10,449.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.2,AMD Radeon R,5
Acer,Swift 3,Ultrabook,14.0,Windows 10,884.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.6,Intel UHD Graphics ,620
Acer,Aspire A515-51G-37JS,Notebook,15.6,Windows 10,572.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 7130U,2.7,4.0,256.0,SSD,2.2,Nvidia GeForce MX,130
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Windows 10,598.0,1366,768,1.7786458333333333,Other,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,2.05,Intel HD Graphics ,620
HP,Probook 440,Notebook,14.0,Windows 10,988.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.63,Intel UHD Graphics ,620
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,No OS,252.36,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,1024.0,HDD,1.9,Intel HD Graphics ,500
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Windows 10,938.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,3.0,Nvidia GeForce GTX ,1050
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,499.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.2,Nvidia GeForce ,920
HP,Envy 13-AD007nv,Notebook,13.3,Windows 10,699.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,1.32,Intel HD Graphics ,620
Acer,Aspire 5,Notebook,17.3,Windows 10,655.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7130U,2.7,4.0,1024.0,HDD,3.0,Nvidia GeForce MX,130
Lenovo,ThinkPad E480,Notebook,14.0,Windows 10,1116.02,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.75,AMD Radeon RX ,550
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,869.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1050
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,602.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,500.0,HDD,2.1,Intel HD Graphics ,520
HP,255 G6,Notebook,15.6,Windows 10,369.0,1366,768,1.7786458333333333,Other,No,AMD,A6-Series 9220,2.5,4.0,256.0,SSD,1.86,AMD Radeon R,4
Asus,ZenBook UX430UA,Ultrabook,14.0,Windows 10,1099.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.25,Intel UHD Graphics ,620
HP,EliteBook Folio,Ultrabook,12.5,Windows 10,2014.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core M 6Y75,1.2,8.0,512.0,SSD,0.97,Intel HD Graphics ,515
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,344.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Celeron Dual Core N3350,1.1,4.0,1024.0,HDD,2.0,Intel HD Graphics ,500
MSI,GE72MVR 7RG,Gaming,17.3,Windows 10,2029.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.9,Nvidia GeForce GTX ,1070
Acer,Aspire A315-51,Notebook,15.6,Windows 10,447.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.1,Intel HD Graphics ,520
Dell,Inspiron 5577,Gaming,15.6,Windows 10,1249.26,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.56,Nvidia GeForce GTX ,1050
Dell,Inspiron 7567,Gaming,15.6,Windows 10,899.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,1024.0,Hybrid,2.62,Nvidia GeForce GTX ,1050
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Windows 10,498.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,128.0,SSD,1.9,Intel HD Graphics ,620
MSI,GE73VR 7RE,Gaming,17.3,Windows 10,1890.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.8,Nvidia GeForce GTX ,1060
HP,EliteBook 840,Ultrabook,14.0,Windows 10,1082.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7500U,2.7,4.0,256.0,SSD,1.48,Intel HD Graphics ,620
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Windows 10,619.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,6.0,256.0,SSD,1.91,AMD Radeon ,520
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Windows 10,629.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i3 7100U,2.4,4.0,256.0,SSD,1.74,Intel HD Graphics ,620
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,1315.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.1,Intel HD Graphics ,620
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,1049.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.56,Intel UHD Graphics ,620
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,447.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.2,4.0,500.0,HDD,2.1,Intel HD Graphics ,520
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,403.0,1366,768,1.7786458333333333,Other,No,AMD,A9-Series 9420,3.0,4.0,1024.0,HDD,2.03,AMD Radeon R,5
Acer,Aspire A517-51G,Notebook,17.3,Windows 10,805.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,4.0,256.0,SSD,3.0,Nvidia GeForce MX,150
Dell,Inspiron 3576,Notebook,15.6,Windows 10,728.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,2.13,AMD Radeon ,520
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1079.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.5,Nvidia GeForce GTX ,1050
Acer,Aspire A315-31,Notebook,15.6,Windows 10,348.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,1024.0,HDD,2.1,Intel HD Graphics ,500
MSI,GE63VR 7RE,Gaming,15.6,Windows 10,1799.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1060
Acer,Aspire 3,Notebook,15.6,Windows 10,363.51,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.1,Intel HD Graphics ,505
Dell,Inspiron 5577,Gaming,15.6,Windows 10,1060.49,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,2.56,Nvidia GeForce GTX ,1050
Acer,Aspire A517-51G,Notebook,17.3,Windows 10,854.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,3.0,Nvidia GeForce MX,150
HP,ProBook 430,Notebook,13.3,Windows 10,754.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,4.0,500.0,HDD,1.49,Intel UHD Graphics ,620
Huawei,MateBook X,Ultrabook,13.0,Windows 10,1349.0,2160,1440,1.5,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.05,Intel HD Graphics ,620
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Windows 10,699.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,6.0,2048.0,HDD,2.71,AMD Radeon ,520
Lenovo,IdeaPad 320-15AST,Notebook,15.6,No OS,309.0,1366,768,1.7786458333333333,Other,No,AMD,A6-Series 9220,2.9,4.0,500.0,HDD,2.2,AMD Radeon R,4
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,489.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 7100U,2.4,4.0,500.0,HDD,2.0,Intel HD Graphics ,620
HP,ProBook 470,Notebook,17.3,Windows 10,923.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,2.5,Nvidia GeForce ,930
Dell,Inspiron 3567,Notebook,15.6,Windows 10,459.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 7100U,2.4,8.0,1024.0,HDD,2.3,Intel HD Graphics ,620
Acer,Aspire A315-51,Notebook,15.6,Windows 10,449.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,128.0,SSD,2.1,Intel HD Graphics ,520
MSI,GT80S 6QF-074US,Gaming,18.4,Windows 10,2799.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6920HQ,2.9,32.0,512.0,SSD,4.4,Nvidia GTX ,980
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Windows 10,813.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,1.9,AMD R,17
HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1499.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.29,Intel UHD Graphics ,620
Dell,Inspiron 5570,Notebook,15.6,Linux,1049.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,16.0,256.0,SSD,2.02,AMD Radeon ,530
Dell,XPS 13,Ultrabook,13.3,Windows 10,1399.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.23,Intel UHD Graphics ,620
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1849.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i7 8550U,1.8,16.0,512.0,SSD,1.4,Intel UHD Graphics ,620
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,793.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,2.0,Intel HD Graphics ,620
Xiaomi,Mi Notebook,Notebook,15.6,No OS,1199.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.95,Nvidia GeForce MX,150
Dell,Inspiron 7773,Notebook,17.3,Windows 10,1549.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 8550U,1.8,16.0,512.0,SSD,2.77,Nvidia GeForce ,150
Dell,XPS 15,Notebook,15.6,Windows 10,2397.0,3840,2160,1.7777777777777777,K Ultra HD ,Yes,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.06,Nvidia GeForce GTX ,1050
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,779.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1050
Acer,Swift 7,Ultrabook,13.3,Windows 10,989.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7Y54,1.2,8.0,256.0,SSD,1.12,Intel HD Graphics ,615
Dell,Inspiron 5770,Notebook,17.3,Windows 10,1085.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,128.0,SSD,2.8,AMD Radeon ,530
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Windows 10,2824.0,2560,1440,1.7777777777777777,Touchscreen ,Yes,Intel,Core i7 7500U,2.7,16.0,1024.0,SSD,1.42,Intel HD Graphics ,620
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Windows 10,260.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.3,Intel HD Graphics ,500
Xiaomi,Mi Notebook,Ultrabook,13.3,No OS,999.9,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.3,Nvidia GeForce MX,150
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,No OS,698.0,1600,900,1.7777777777777777,Other,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,2.8,Nvidia GeForce MX,150
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,839.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 8550U,1.8,8.0,1024.0,HDD,1.62,Intel UHD Graphics ,620
HP,ProBook 470,Notebook,17.3,Windows 10,914.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,1024.0,HDD,2.5,Nvidia GeForce ,930
Razer,Blade Pro,Gaming,17.3,Windows 10,6099.0,3840,2160,1.7777777777777777,K Ultra HD ,Yes,Intel,Core i7 7820HK,2.9,32.0,1024.0,SSD,3.49,Nvidia GeForce GTX ,1080
HP,ProBook 430,Notebook,13.3,Windows 10,959.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,512.0,SSD,1.49,Intel UHD Graphics ,620
HP,Omen 17-W295,Gaming,17.3,Windows 10,1379.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,3.35,Nvidia GeForce GTX ,1050
HP,Probook 470,Notebook,17.3,Windows 10,1045.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,2.5,Nvidia GeForce ,930
Dell,Inspiron 7577,Gaming,15.6,Windows 10,1845.0,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.65,Nvidia GeForce GTX ,1060
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Windows 10,493.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,128.0,SSD,2.1,Intel HD Graphics ,520
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,742.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,2.23,Nvidia GeForce ,940
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1749.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,3.2,Nvidia GeForce GTX ,1060
Dell,Precision 7520,Workstation,15.6,Windows 10,3055.0,3840,2160,1.7777777777777777,K Ultra HD ,No,Intel,Xeon E3-1505M V6,3.0,16.0,256.0,SSD,2.8,Nvidia Quadro M,1200
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1398.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,2.4,Nvidia GeForce GTX ,1060
Dell,Inspiron 3567,Notebook,15.6,Windows 10,439.0,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Core i3 7100U,2.4,6.0,1024.0,HDD,2.3,Intel HD Graphics ,620
Dell,XPS 13,Ultrabook,13.3,Windows 10,1949.0,3840,2160,1.7777777777777777,IPS Panel ,Yes,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.21,Intel UHD Graphics ,620
Dell,XPS 13,Ultrabook,13.3,Windows 10,1449.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.2,Intel UHD Graphics ,620
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Windows 10,597.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.2,Intel HD Graphics ,620
Acer,Aspire 7,Notebook,15.6,Linux,779.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,1024.0,HDD,2.4,Nvidia GeForce GTX ,1050
Asus,ROG GL703VD-GC028T,Gaming,17.3,Windows 10,1407.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.9,Nvidia GeForce GTX ,1050
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,No OS,349.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,2.1,Intel HD Graphics ,520
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,549.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.2,Intel HD Graphics ,620
Huawei,MateBook X,Ultrabook,13.0,Windows 10,1499.0,2160,1440,1.5,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.05,Intel HD Graphics ,620
Dell,Inspiron 5370,Ultrabook,13.3,Windows 10,931.88,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.4,AMD Radeon ,530
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,No OS,589.0,1600,900,1.7777777777777777,Other,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.8,Nvidia GeForce GTX ,940
HP,Probook 440,Notebook,14.0,Windows 10,1031.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,256.0,SSD,1.63,Nvidia GeForce ,930
Dell,Latitude 5490,Ultrabook,14.0,Windows 10,1149.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.6,Intel UHD Graphics ,620
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,1279.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 8550U,1.8,16.0,512.0,SSD,1.62,Intel UHD Graphics ,620
Dell,Inspiron 3576,Notebook,15.6,Linux,677.35,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,2.2,AMD Radeon ,520
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Windows 10,899.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.74,Intel UHD Graphics ,620
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Windows 10,1363.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6500U,2.5,8.0,256.0,SSD,1.2,Intel HD Graphics ,520
HP,ProBook 450,Notebook,15.6,Windows 10,794.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,1024.0,HDD,2.1,Intel UHD Graphics ,620
Dell,Alienware 17,Gaming,17.3,Windows 10,2456.34,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,4.42,Nvidia GeForce GTX ,1060
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,832.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.2,Nvidia GeForce ,940
Dell,Inspiron 5567,Notebook,15.6,Windows 10,859.01,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,16.0,1024.0,HDD,2.3,AMD Radeon R,7
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Windows 10,769.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.0,Nvidia GeForce ,920
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Windows 10,891.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.69,Nvidia GeForce GTX ,950
HP,ZBook 15u,Notebook,15.6,Windows 10,1269.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,1024.0,HDD,1.9,AMD FirePro W,4190
Asus,Pro P2540UA-XO0198T,Notebook,15.6,Windows 10,398.99,1366,768,1.7786458333333333,Other,No,Intel,Core i3 7100U,2.4,4.0,1024.0,HDD,2.37,Intel HD Graphics ,620
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,Windows 10,330.0,1366,768,1.7786458333333333,Other,No,AMD,E-Series 9000e,1.5,4.0,500.0,HDD,2.1,AMD Radeon R,2
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1499.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,3.2,Nvidia GeForce GTX ,1060
Dell,Vostro 5468,Notebook,14.0,Windows 10,859.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.6,Intel HD Graphics ,620
Acer,Aspire R7,2 in 1 Convertible,13.3,Windows 10,689.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 6200U,2.3,8.0,256.0,SSD,1.6,Intel HD Graphics ,520
Dell,Inspiron 5567,Notebook,15.6,Linux,899.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,2.36,AMD Radeon R,7
Acer,Aspire A315-51,Notebook,15.6,Linux,390.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.1,Intel HD Graphics ,520
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Windows 10,575.0,1920,1080,1.7777777777777777,Full HD ,No,AMD,A10-Series A10-9620P,2.5,4.0,128.0,SSD,2.2,AMD Radeon R,5
Asus,ROG G703VI-E5062T,Gaming,17.3,Windows 10,3890.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7820HK,2.9,32.0,512.0,SSD,4.7,Nvidia GeForce GTX ,1080
Acer,Nitro AN515-51,Gaming,15.6,Windows 10,846.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.5,Nvidia GeForce GTX ,1050
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,589.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,8.0,128.0,SSD,2.2,Intel HD Graphics ,520
Asus,VivoBook Pro,Notebook,17.3,Windows 10,1145.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,128.0,SSD,2.1,Nvidia GeForce ,150
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,No OS,889.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,128.0,SSD,2.69,Nvidia GeForce GTX ,950
Dell,Inspiron 5577,Gaming,15.6,Windows 10,879.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.56,Nvidia GeForce GTX ,1050
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Windows 10,1079.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.38,Intel HD Graphics ,620
Dell,Inspiron 5570,Notebook,15.6,Windows 10,985.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 8550U,1.8,8.0,128.0,SSD,2.2,AMD Radeon ,530
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Windows 10,559.0,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.04,Intel HD Graphics ,620
Asus,Rog G701VIK-BA060T,Gaming,17.3,Windows 10,2999.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7820HK,2.9,16.0,256.0,SSD,3.6,Nvidia GeForce GTX ,1080
HP,ProBook 430,Notebook,13.3,Windows 10,675.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 8250U,1.6,4.0,500.0,HDD,1.49,Intel UHD Graphics ,620
Apple,MacBook Pro,Ultrabook,13.3,macOS,2040.0,2560,1600,1.6,IPS Panel Retina Display ,No,Intel,Core i5,3.1,8.0,512.0,SSD,1.37,Intel Iris Plus Graphics ,650
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,819.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 8550U,1.8,8.0,1024.0,HDD,2.08,Intel UHD Graphics ,620
Asus,ROG G752VSK-GC493T,Gaming,17.3,Windows 10,1799.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,4.3,Nvidia GeForce GTX ,980
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,469.0,1366,768,1.7786458333333333,Other,No,AMD,A9-Series 9420,3.0,4.0,1024.0,HDD,1.68,AMD Radeon R,5
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1849.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 8550U,1.8,8.0,512.0,SSD,1.37,Intel UHD Graphics ,620
Acer,Aspire 5,Notebook,17.3,Windows 10,702.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7130U,2.7,4.0,256.0,SSD,3.0,Nvidia GeForce MX,130
Dell,Vostro 5370,Ultrabook,13.3,Windows 10,949.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.41,Intel UHD Graphics ,620
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,Windows 10,445.9,1366,768,1.7786458333333333,Other,No,AMD,A6-Series A6-9220,2.5,8.0,128.0,SSD,1.91,AMD Radeon R,4
HP,Envy 17-U275cl,Notebook,17.3,Windows 10,1059.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,16.0,1024.0,HDD,2.9,Nvidia GeForce MX,150
